id,amazonBiomeArea_ha_43Sites,forestArea_1985_ha_43Sites,forestArea_2017_ha_43Sites,theta_43Sites,thetaSD_43Sites,thetaBootstrap_43Sites,thetaSDBootstrap_43Sites,gamma_43Sites,gammaSD_43Sites,gammaBootstrap_43Sites,gammaSDBootstrap_43Sites,z_2017_43Sites,zbar_2017_43Sites,x_2017_43Sites,b_43Sites,d_theta_winsorized_2017,d_theta_winsorized_2006,pasture_area_2006,pasture_area_2017,z_1985_43Sites,zbar_1985_43Sites,gamma2010_43Sites,gamma2017_43Sites,gamma2018_43Sites,gamma2019_43Sites,gamma2020_43Sites,gamma2021_43Sites,gamma2022_43Sites,a_43Sites,k_43Sites,zeta_43Sites,zeta_alt_43Sites,rho_43Sites,r_43Sites,theta2017_43Sites,theta2006_43Sites,thetaProfit2017_43Sites,thetaProfit2006_43Sites,p_2017_43Sites,p_2017_alt_43Sites
21,16254848.8125,14531625.967368538,10829950.437079428,1.8738039335148233,0.34667726480966815,1.8197840146940727,0.07662067837068692,614.3684235686134,18.51814534125791,613.7694780194962,0.7055583010727694,4628754.300016958,15458704.737096386,6653579577.354703,427450715.7640333,0,0,2010417.619053492,3204578.0755679575,1007537.698236773,15539163.66560531,593.1207653335201,622.912716313923,627.071789058397,375.54192597231463,372.806664055871,361.78232865616263,366.45564119705847,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.6286660886847024,2.118941778344944,2.4054127664274305,4.040473264447085,44.758760469833035,43.34917824284919
22,14282524.068440769,10739803.113000793,6848105.765894099,1.87294073448695,0.10143662236466833,1.870263400118309,0.0276135572439819,470.4220603341622,8.265509856603172,470.56315138704684,0.9683025685113109,7056730.818600473,13904836.584494572,3221500023.778158,294399880.24659276,0,0,3756436.9524981254,3648621.8846595893,3250454.263546912,13990257.376547705,477.4608353094163,461.3205237688585,472.4848219242119,336.6379936382187,330.253934769599,342.91489652657486,331.50213442325156,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.944667258021666,1.801214210952234,2.8065825237479127,4.734529725289809,44.758760469833035,43.34917824284919
23,1654227.5071152668,766557.0804348977,602483.8575017293,1.0332452459663541,0.5731984668570742,1.0312405531215516,0.10324972069729223,214.64136818336925,8.4949071248308,214.86078916072034,2.1439720536511735,300993.4347421814,903477.2922439107,129317959.48256525,8727999.841271989,0,0,269453.2731717775,289268.2086390904,163065.94876022346,929623.0291951211,224.45014245014244,209.67059131344845,209.80337078651684,111.98336061102017,107.95027322404371,99.89246424642464,113.88606557377048,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.438557768846724,0.6279327230859845,3.7142754207348188,6.010940101171311,44.758760469833035,43.34917824284919
24,13672516.967487343,13544109.518467773,13242351.543469226,1.4006444058593734,0.16370536858676912,1.3947508412395226,0.05268459884026223,759.6748722720297,30.069113098122376,759.5914428507964,0.676960365616752,376492.1242193523,13618843.667688578,10059881717.366299,465641903.7998105,0,0,161540.5908899943,207120.63601612655,88004.2688137191,13632113.787281493,724.9611457461833,777.6395640668903,776.4239070030154,456.19135243841123,456.3455753951927,456.1864901933891,461.1775747933582,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.2848872296150258,1.5164015821037211,-0.3347100323320797,0.5124792300339992,44.758760469833035,43.34917824284919
25,16155792.75,15975271.958943682,15548820.620676732,1.7871175832168937,0.18193599745275704,1.738911318618165,0.10642272927572308,700.7474961271844,21.374883672080305,700.7249626971254,0.452807293640143,501972.5719503983,16050793.19262713,10895797117.669952,506223280.4443741,0,0,120911.13730015785,245038.132376376,91660.6618851241,16066932.620828805,676.1284555967115,714.5778005698005,711.536232215041,440.57341496910044,441.1305912341354,437.170916185589,441.7280065030225,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.658469405676111,1.9157657607576768,0.8000468016543387,0.6193450251114996,44.758760469833035,43.34917824284919
26,16155792.75,15594578.880599692,15057986.355538605,1.6194871533755495,0.4554636947432476,1.6163709946115261,0.2432825084106282,606.5757130268373,13.005734748582352,606.4744702009347,0.4272134441284068,597713.3877686,15655699.743307205,9133808810.359217,427406931.4259931,0,0,301472.9457320715,398204.81976856734,117311.70372660976,15711890.584326303,591.5637771018562,613.720473031667,614.4428889469889,407.89135964912276,407.7340529931305,408.46866939766346,410.59816367265466,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.2974256862383196,1.9415486205127797,0.49130059321692665,0.3862383301203143,44.758760469833035,43.34917824284919
27,16155792.75,15365964.596406603,14773421.545197815,2.192720992686839,0.6502888418375187,2.0484034157062023,0.18843862619607862,587.4628151298664,11.022079527605737,587.3637375633866,0.46676754964736666,705355.6161430755,15478777.16134089,8678835810.04213,409261687.1030204,0,0,318966.32611326035,604222.4362014671,85288.11157276652,15451252.70797937,574.7416802925819,593.4831128737133,594.1636522233041,412.58861231243037,406.94883993476424,405.0735426818264,404.63394592466847,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.7328973428935832,2.6525446424800947,1.4570204769348156,1.3690148297649425,44.758760469833035,43.34917824284919
28,16155792.75,15713634.333173221,15380961.818582956,1.9521558136340433,0.5319516396107286,1.8769982521786692,0.13831075234689919,612.7543806787401,19.239217691049635,612.6470707423916,0.5210185659883874,371144.01942469337,15752105.83800765,9424751733.389147,434419294.56719047,0,0,433392.3826902302,598038.3628660415,25734.95811949528,15739369.291292716,590.5410261102977,623.5915093104059,624.1306066155165,424.16972423735115,421.3176593764542,418.61223468627816,422.96757266190394,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.5760092020019947,2.328302425266092,1.650950478552896,0.6718577205877587,44.758760469833035,43.34917824284919
29,16155792.75,15819941.843695518,14287227.625611048,1.3858264294038405,0.46449003850115345,1.3324863566956096,0.24400377757860725,580.4204589463354,25.668961561672177,580.1383748087096,0.45805113603326064,1554126.330330825,15841353.955941873,8292599215.527926,413827235.9126149,0,0,752526.6992209984,1331310.1549587375,67257.11292164662,15887198.956617163,550.8108939691904,594.062987567298,596.3874953025178,365.83598803223686,361.79702087122195,358.55614855213605,365.27438479620423,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.0573823733860743,1.7142704854216066,1.873993860757435,0.40495595871810725,44.758760469833035,43.34917824284919
30,14210182.702967398,11101110.000594398,6204201.151859279,2.144023965018213,0.33099318462182964,2.132197896972259,0.06085172862526651,455.8873738764545,15.42682769201769,455.3240926001852,0.8978383710959122,7503364.662832906,13707565.814692184,2828416970.1224008,281256108.90671456,0,0,5501230.013715913,6383380.234056986,2616789.3204882387,13717899.321082637,438.18739786914176,462.99950410554476,466.4752196546769,284.82052197083243,284.5261309523809,285.16309472781825,291.47707186926795,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.9099764396455865,2.3780714903908398,2.558862494341741,0.8454536212870682,44.758760469833035,43.34917824284919
31,838326.0640542217,427450.64753086993,245967.01894001127,2.2130577563292197,0.12922299011228622,2.2141871828752273,0.022700354323645797,294.49354458844977,10.308806168805445,294.9705438349742,4.3819257517243635,559098.2865366042,805065.3054766154,72435699.25949828,10670651.849066151,0,0,979186.8360491118,953838.3422136372,368840.49912189145,796291.1466527614,306.39130434782606,288.22222222222223,288.867107195301,226.00971599402092,215.14947683109116,222.76233183856502,224.20926756352765,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.1216833037356198,2.3044322089228193,2.6535981440397305,1.6447186385914463,44.758760469833035,43.34917824284919
32,1906909.1792258713,1899807.3054779158,1896282.1181582552,1.8708489196175293,0.0022236663761177377,1.9033016767778381,0.1311225127493736,846.9415940131449,32.87086932101548,846.9719377836686,1.393513719204958,7471.360220528475,1903753.4783787837,1606040199.8515756,72568514.31320953,0,0,22228.518441666165,40572.21485829807,5122.968130125326,1904930.2736080412,809.0256502673154,867.4095186391603,864.3896131329591,439.87682602921643,456.4296021252188,442.000120816721,440.4158212560386,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.86927655004388,1.8724212891911787,0.9991047539650441,2.0421438418750606,44.758760469833035,43.34917824284919
33,6546829.594668492,6127752.689478411,5000611.782808543,2.438855507110096,0.2564099887840085,2.409452216258044,0.055554484488522224,728.6672162937052,36.79072719813989,727.9455277928195,0.8522243274885715,1520541.845735727,6521153.62854427,3643781867.544604,213864018.1481016,0,0,880246.7445728254,1220861.2390223106,408335.5998545068,6536088.289332918,686.2569782842291,752.0139215686274,747.7307490282592,403.1028563108852,408.01215733015493,384.2811488028879,400.9862645368089,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.257546265276957,2.620164748943235,0.9153322321697738,2.9905348489265933,44.758760469833035,43.34917824284919
34,9175532.778914459,8631724.063234642,6228579.789034011,2.6491658178809563,0.4727669893831554,2.6042590527587755,0.10355834782185892,613.3055363356259,19.08251496827915,612.5000113563914,0.7895575871949231,2627528.4312725803,8856108.22030659,3820022468.1227436,244457778.1116338,0,0,1077875.7648200288,1586698.862956844,234334.53032670374,8866058.593561346,591.3516816164317,622.6504175129767,625.9145098774693,396.8603391126976,381.52422752808985,375.50567176272415,385.24497617567846,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.3148690737669786,2.983462561994934,1.407120593555202,2.5500519978072296,44.758760469833035,43.34917824284919
35,15139151.869026892,13268619.578938788,9731061.44801426,3.0195326579547865,0.09298979689628815,3.009423079129782,0.044861172506372615,589.6160070971564,13.304531502135985,589.3692741998337,0.5721457596304557,4986665.422304678,14717726.870318938,5737589595.79524,390565667.86476064,0,0,3618326.0857401895,4406639.288489812,1557408.5725874675,14826028.151526256,574.2685495118549,596.696256537297,597.8832152423174,400.72938350680545,393.06590265534004,389.5428808101861,404.9187164490025,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.9537789419882614,3.0852863739213117,3.4800685538085157,3.0959739540404283,44.758760469833035,43.34917824284919
36,14247477.159362223,13421622.119381366,8655171.380783731,2.5914691445005067,0.3594636036649762,2.57375061144065,0.0833799833796878,479.05456772940113,7.129796676843409,478.85559279090006,0.6316383221640621,5394735.127975366,14049906.508759096,4146299384.4452343,302930136.0707518,0,0,2755227.1550124283,3369623.76571115,649600.4238103054,14071222.543191671,471.2773042126095,480.6044755203493,485.28192345524457,347.81164300997494,346.10117890039646,336.213198506628,348.42797418885755,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.3372899927592483,2.8456482962417646,3.206347320817774,1.1291056297054898,44.758760469833035,43.34917824284919
37,15826896.322689934,14345229.547074147,10882519.252070889,2.3256002164052516,0.2976419672031422,2.3218174807863012,0.06704926052984204,392.0367758865013,3.331531094581395,392.00097028937483,0.35097243503000636,4499513.552096191,15382032.80416708,4266347761.1046505,271409223.30277115,0,0,2879205.213327523,2826481.849653992,1029383.303919465,15374612.85099361,388.2193037939567,393.53407597038677,394.35694789516043,296.38108487313025,291.9287570944818,281.7917219057174,304.7624085307144,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.115135563030206,2.5360648697802977,2.9973093212823185,-0.10263364493397484,44.758760469833035,43.34917824284919
38,4696980.218164581,4005402.3793599536,2089682.698936673,1.9715062271853694,0.27464126994177357,1.9754969275840575,0.058518218145754385,309.1462506582309,0.5399503161815663,308.99607331821613,0.8753107461830929,2483766.692381097,4573449.39131777,646017571.4416451,63634395.29836227,0,0,2332217.8261065353,2310941.2491493835,487997.2504177413,4493399.629777695,308.5598589270692,309.25599381283837,309.62289923478505,205.5840250473278,202.31532910561992,202.4529549273139,226.2152899824253,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.7773055228158563,2.1657069315548827,2.2030078815746665,-1.4175655503902636,44.758760469833035,43.34917824284919
39,4550722.393257025,3014227.2612868757,1884560.6458111312,2.851727446965487,0.20800288926957347,2.877780608233444,0.11177612455330783,382.31932842961515,5.0163433715225985,382.27499693492223,1.1873789399843295,1636997.8774710726,3521558.523282204,720503960.4913936,60596176.91746905,0,0,1675307.3000510286,1561934.6227523286,332023.01671864104,3346250.2780055166,388.0633652822151,380.0940180502722,378.80060195635815,289.39977037887485,265.83964936456897,263.6420393422468,286.67579383341,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.9988077004743974,2.7046471934565774,3.366850904785615,1.9022924634240694,44.758760469833035,43.34917824284919
40,5255896.569625069,3325453.6889232607,2009684.5257879368,2.8253752706246136,0.4725809885187331,2.8520961111405625,0.13439601702569426,326.41315592761896,4.367244222970973,326.61209562618853,0.9558352746910999,2771996.557329408,4781681.083117344,655987468.4813408,70247734.348617,0,0,3031132.4526981893,3339076.790257463,1153640.6004655727,4479094.289388834,331.39567915970395,324.595443704252,323.248344918901,236.31913303437966,209.61309672581854,205.38564872757613,253.97704315886133,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,3.1595404922660517,2.4912100489831754,5.183043000085511,1.8015236966120836,44.758760469833035,43.34917824284919
41,1970460.4404571787,1797214.6830017362,1085443.4468334527,2.5379238434666695,0.863130046970964,2.418617338802293,0.22203360704969233,313.0071838473802,10.37647538478883,313.15725837579123,1.2165784002573228,830023.379807841,1915466.8266412937,339751596.5189326,26984414.55921033,0,0,1612013.0331950497,1071362.3267231234,80836.48946253865,1878051.1724642748,324.8591761553918,308.6039976484421,305.55837773830666,263.9756906077348,252.84920340866987,218.086569579288,260.107063197026,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,3.1482489527257016,1.9275987342076377,6.146884875834048,-0.5190941458777604,44.758760469833035,43.34917824284919
42,27009.07828041655,20053.263223337708,13032.913389261696,2.1926601323482924,0.09150961160589353,2.2066052041932305,0.13883266947903247,299.93727598566306,14.581565309141649,299.6900716845878,6.624771399594627,11168.618363770656,24201.531753032352,3909056.5401322288,326706.18552757014,0,0,285927.43849109445,245563.6770023383,1945.810164105118,21999.073387442826,283.1021505376344,308.1182795698925,308.59139784946234,177.26436781609195,171.76436781609195,132.75862068965517,220.31609195402297,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,2.257367199258567,2.127953065438018,3.352227863693285,-2.2784352438908386,44.758760469833035,43.34917824284919
43,10597.180766148027,9116.628175282502,7262.382857167395,1.8998297899676015,0.05343828377889813,1.9006341939191251,0.02609280928013842,247.23911630929172,3.3264920280965455,248.03166666666664,5.523006417501844,2781.068338101555,10043.45119526895,1795545.119905816,111759.43982185506,0,0,371786.29434045474,560408.4196892767,932.3901937892733,10049.018369071775,250.5877192982456,247.19444444444443,243.93518518518516,141.98148148148147,68.15686274509804,85.04629629629629,143.91666666666666,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,1.9376163628026315,1.8620432171325716,2.6159387523946918,-0.7504262779671488,44.758760469833035,43.34917824284919
